rowId,city_name,town_name,latitude,longitude
1,四日市市,相生町,34.963176,136.632056
2,四日市市,青葉町,34.970670,136.581493
3,四日市市,あがたが丘一丁目,35.022263,136.570623
4,四日市市,あがたが丘二丁目,35.024293,136.569044
5,四日市市,あがたが丘三丁目,35.024863,136.566012
6,四日市市,あかつき台一丁目,35.024245,136.598979
7,四日市市,あかつき台二丁目,35.026783,136.599898
8,四日市市,あかつき台三丁目,35.028594,136.597945
9,四日市市,あかつき台四丁目,35.026573,136.603967
10,四日市市,あかつき台五丁目,35.028200,136.594794
11,四日市市,あかつき台六丁目,35.031694,136.596816
12,四日市市,赤堀一丁目,34.959446,136.612401
13,四日市市,赤堀二丁目,34.960895,136.609125
14,四日市市,赤堀三丁目,34.959294,136.606565
15,四日市市,赤堀新町,34.961841,136.611857
16,四日市市,赤堀南町,34.957159,136.610582
17,四日市市,阿倉川新町,34.993827,136.620558
18,四日市市,阿倉川町,34.985361,136.627354
19,四日市市,曙一丁目,34.955028,136.624588
20,四日市市,曙二丁目,34.953083,136.622877
21,四日市市,曙町,34.952200,136.626244
22,四日市市,赤水町,35.012161,136.556433
23,四日市市,あさけが丘一丁目,35.035271,136.580954
24,四日市市,あさけが丘二丁目,35.035163,136.577780
25,四日市市,あさけが丘三丁目,35.033027,136.576526
26,四日市市,朝明町,35.039500,136.586987
27,四日市市,朝日町,34.961308,136.627649
28,四日市市,雨池町,34.946702,136.619168
29,四日市市,天カ須賀一丁目,35.008993,136.667472
30,四日市市,天カ須賀二丁目,35.010831,136.669131
31,四日市市,天カ須賀三丁目,35.012719,136.672038
32,四日市市,天カ須賀四丁目,35.015223,136.669823
33,四日市市,天カ須賀五丁目,35.013112,136.665453
34,四日市市,天カ須賀新町,35.006135,136.670159
35,四日市市,伊倉一丁目,34.972140,136.604709
36,四日市市,伊倉二丁目,34.973063,136.601268
37,四日市市,伊倉三丁目,34.974094,136.597368
38,四日市市,生桑町,34.983888,136.600019
39,四日市市,伊坂台一丁目,35.042127,136.628816
40,四日市市,伊坂台二丁目,35.041528,136.626285
41,四日市市,伊坂台三丁目,35.044992,136.624580
42,四日市市,伊坂町,35.039218,136.623960
43,四日市市,石塚町,34.961058,136.603220
44,四日市市,石原町,34.939623,136.646383
45,四日市市,市場町,35.058525,136.561189
46,四日市市,稲葉町,34.963745,136.637957
47,四日市市,浮橋一丁目,34.969659,136.576891
48,四日市市,浮橋二丁目,34.969054,136.574665
49,四日市市,内山町,34.963576,136.539577
50,四日市市,内堀町,34.922702,136.609517
51,四日市市,釆女が丘一丁目,34.918269,136.583718
52,四日市市,釆女が丘二丁目,34.915217,136.583721
53,四日市市,釆女が丘三丁目,34.915907,136.580448
54,四日市市,釆女が丘四丁目,34.913290,136.579390
55,四日市市,釆女が丘五丁目,34.912492,136.582054
56,四日市市,釆女町,34.922336,136.576323
57,四日市市,鵜の森一丁目,34.965324,136.615538
58,四日市市,鵜の森二丁目,34.967157,136.611569
59,四日市市,午起一丁目,34.970359,136.637868
60,四日市市,午起二丁目,34.973735,136.639503
61,四日市市,午起三丁目,34.974116,136.642048
62,四日市市,江村町,35.008886,136.545908
63,四日市市,大字末永,34.983714,136.611627
64,四日市市,大字泊村,34.940582,136.587242
65,四日市市,大字西阿倉川,34.989249,136.617521
66,四日市市,大字羽津,35.004201,136.630930
67,四日市市,大字東阿倉川,34.986485,136.623177
68,四日市市,大字松本,34.965109,136.582030
69,四日市市,大字茂福,35.007733,136.639534
70,四日市市,大池町,34.935300,136.617170
71,四日市市,大井手一丁目,34.970999,136.593119
72,四日市市,大井手二丁目,34.973582,136.593861
73,四日市市,大井手三丁目,34.972835,136.589479
74,四日市市,大井の川町一丁目,34.949335,136.624199
75,四日市市,大井の川町二丁目,34.947454,136.623589
76,四日市市,大井の川町三丁目,34.945941,136.623695
77,四日市市,大鐘町,35.038002,136.606464
78,四日市市,大谷台一丁目,34.999678,136.614669
79,四日市市,大谷台二丁目,35.000367,136.612216
80,四日市市,大浜町,34.947028,136.626672
81,四日市市,大宮町,34.990979,136.630545
82,四日市市,大宮西町,34.992669,136.628266
83,四日市市,大矢知新町,35.023116,136.627973
84,四日市市,大矢知町,35.017252,136.631216
85,四日市市,沖の島町,34.965946,136.627432
86,四日市市,小古曽一丁目,34.932417,136.594456
87,四日市市,小古曽二丁目,34.929647,136.591333
88,四日市市,小古曽三丁目,34.925860,136.588108
89,四日市市,小古曽四丁目,34.933980,136.590767
90,四日市市,小古曽五丁目,34.932078,136.588276
91,四日市市,小古曽六丁目,34.928345,136.586822
92,四日市市,小古曽町,34.918739,136.590545
93,四日市市,小古曽東一丁目,34.930691,136.596634
94,四日市市,小古曽東二丁目,34.924290,136.594250
95,四日市市,小古曽東三丁目,34.924007,136.587984
96,四日市市,尾上町,34.960205,136.633996
97,四日市市,尾平町,34.978475,136.588807
98,四日市市,小山町,34.966058,136.525597
99,四日市市,貝塚町,34.916191,136.612988
100,四日市市,霞一丁目,34.982938,136.661619
101,四日市市,霞二丁目,34.992468,136.658972
102,四日市市,金場町,34.984570,136.634404
103,四日市市,上海老町,35.025615,136.559364
104,四日市市,萱生町,35.022288,136.603507
105,四日市市,川合町,34.927907,136.625735
106,四日市市,川北一丁目,35.020503,136.647430
107,四日市市,川北二丁目,35.023567,136.648753
108,四日市市,川北三丁目,35.024222,136.644271
109,四日市市,川北町,35.026895,136.650054
110,四日市市,川島新町,34.976266,136.559457
111,四日市市,川島町,34.968713,136.549944
112,四日市市,川尻町,34.928929,136.608099
113,四日市市,川原町,34.974515,136.628446
114,四日市市,北小松町,34.928639,136.553744
115,四日市市,北納屋町,34.966162,136.637415
116,四日市市,北野町,35.014836,136.543726
117,四日市市,北浜田町,34.961531,136.623006
118,四日市市,北浜町,34.969033,136.633430
119,四日市市,北町,34.971490,136.626834
